,STATE,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,region
34,North Dakota,298541,290840,307653,315542,325294,311791,318134,326618,346749,357665,358439,353259.0,359764.0,362797.0,368883.0,380812.0,363106.0,359559.0,333432.0,332731.0,328416.0,330905.0,341056.0,347310.0,353574.0,361720.0,372554.0,385661.0,394940.0,403050.0,413823.0,418758.0,424952.0,428006.0,431740.0,434173.0,443002.0,438282.0,434046.0,431366.0,425202.0,424898.0,425935.0,433117.0,437942.0,439330.0,448781.0,449225.0,452163.0,454933.0,457890.0,458944.0,455921.0,461090.0,459791.0,461780.0,466701.0,468711.0,470731.0,473019.0,476561.0,483097.0,490146.0,502807.0,513838.0,527541.0,545027.0,555935.0,561667.0,561333.0,1.0
35,Ohio,3131331,3377155,3553221,3801967,3888528,4085450,4218899,4385697,4404371,4536679,4606361,4694374.0,4918589.0,5065703.0,5099961.0,5295300.0,5499500.0,5510638.0,5726270.0,5860173.0,5828160.0,6104922.0,5947672.0,6140623.0,6294028.0,6781081.0,7545084.0,8107181.0,8505035.0,8178585.0,7515194.0,7031428.0,6336612.0,7668931.0,7397289.0,7389156.0,7336386.0,7386538.0,7402416.0,7378737.0,7369821.0,7427409.0,7470352.0,9168860.0,7634742.0,7142173.0,7772757.0,7852548.0,8185824.0,7941479.0,8045787.0,8205524.0,7736115.0,7707870.0,7656362.0,7675007.0,7707842.0,7739410.0,7975774.0,7962266.0,7937498.0,7963372.0,7982149.0,8006183.0,8030421.0,7915907.0,7923439.0,7974951.0,8011705.0,8032665.0,1.0
36,Oklahoma,938482,929850,1005932,945131,975991,1048925,1092123,1099017,1075262,1134611,1200268,1223151.0,1258393.0,1290973.0,1315000.0,1365972.0,1389738.0,1420966.0,1465389.0,1461398.0,1492489.0,1621202.0,1656994.0,1630647.0,1673664.0,1711805.0,1720912.0,1785549.0,1874891.0,1874344.0,1899428.0,1965149.0,1952975.0,2039398.0,2174350.0,2205606.0,2243223.0,2137925.0,2163148.0,2219296.0,2292867.0,2277540.0,2283068.0,2286983.0,2336410.0,2343555.0,2155558.0,2395825.0,2278757.0,2305361.0,2312621.0,2295036.0,2172394.0,2324442.0,2348449.0,2369621.0,2234114.0,2264151.0,2283178.0,2301848.0,2320985.0,2348718.0,2370643.0,2400358.0,2418307.0,2451972.0,2621733.0,2498178.0,2505989.0,2504253.0,3.0
37,Oregon              ,770555,701855,760041,821878,815494,824607,850617,874396,887275,900991,927546,948806.0,975816.0,994289.0,1009000.0,1080704.0,1113504.0,1087290.0,1100002.0,1157092.0,1175956.0,1304443.0,1359883.0,1512657.0,1496798.0,1533153.0,1564424.0,1601454.0,1754349.0,1827036.0,1849073.0,1990689.0,1983597.0,1893609.0,1900674.0,2078899.0,1959765.0,1943598.0,2027554.0,2170124.0,2189654.0,2211550.54,2373660.0,2425710.0,2373138.0,2542681.0,2541873.0,2612659.0,2276532.9,2417002.0,2461639.0,2495059.0,2534464.0,2563529.0,2589764.0,2625856.0,2692948.0,2767291.0,2827188.0,2856085.0,2841972.0,2769734.0,2773956.0,2769757.0,2773373.0,2785446.0,2808548.0,2855746.0,2910592.0,2930702.0,2.0
38,Pennsylvania,3509556,4036983,4021630,4170937,4350300,4468095,4640030,4791945,5107356,5250631,5416198,5770396.0,5221318.0,5815943.0,5851840.0,5659000.0,6102642.0,6301133.0,5913029.0,6076102.0,6217156.0,6213058.0,6312484.0,6532145.0,6573742.0,6659977.0,6861134.0,6938416.0,7025750.0,7070662.0,7337575.0,7056468.0,7251529.0,7351333.0,7442842.0,7469884.0,7555006.0,7691269.0,7684136.0,7731880.0,7796615.0,7899052.0,7950559.0,8018519.0,8054636.0,8115074.0,8154055.0,8221143.0,8317715.0,8404689.0,8478276.0,8229490.0,8226202.0,8323741.0,8369575.0,8430142.0,8460530.0,8526204.0,8600691.0,8646273.0,8687206.0,8737162.0,8796774.0,8842587.0,8896590.0,8915641.0,8942967.0,8996815.0,8964855.0,8991370.0,0.0
39,Rhode Island,295476,314794,323341,321477,347351,356272,380421,388669,393579,398601,409597,415792.0,421373.0,430561.0,440726.0,456600.0,447166.0,433661.0,468984.0,480191.0,496129.0,504000.0,526950.0,537849.0,558127.0,555658.0,528512.0,595565.0,600213.0,580544.0,583068.0,586637.0,593141.0,599687.0,603176.0,610730.0,619132.0,627430.0,647887.0,666248.0,675701.0,670651.0,676228.0,685201.0,674901.0,688399.02,670360.0,668940.0,680107.0,681832.0,688650.32,654035.0,660435.0,720550.0,731323.0,741841.0,746465.0,741921.0,743793.0,748351.0,746032.0,747875.0,749706.0,749706.0,749232.0,748337.0,745470.0,753143.0,753202.0,756966.0,0.0
40,South Carolina,868587,828044,829162,835022,1000864,1084251,1089610,1119239,1333911,1001334,1052711,1097016.0,965452.0,1057014.0,1099370.0,1216666.0,1087910.0,1187897.0,1243991.0,1326451.0,1376828.0,1409352.0,1460213.0,1563788.0,1415728.0,1462971.0,1566027.0,1584583.0,1741432.0,1814389.0,1891699.0,1952830.0,1948520.0,1959351.0,2007683.0,2100448.0,2131895.0,2168629.0,2195348.0,2305533.0,2338660.0,2372825.0,2401642.0,2399902.0,2430511.0,2492019.0,2542139.0,2574575.0,2613102.0,2679131.0,2810221.0,2842553.0,2849885.0,2918957.0,2918957.0,2972369.0,2987593.0,3067747.0,3126890.0,3185408.0,3268498.0,3337247.0,3408318.0,3455931.0,3536404.0,3617535.0,3683824.0,3746681.0,3810962.0,3846069.0,3.0
41,South Dakota,312389,332420,341925,340438,360557,384956,415130,415200,405695,414888,389528,425112.0,460269.0,377055.0,391961.0,401786.0,396103.0,400487.0,404099.0,397733.0,401308.0,410685.0,418990.0,423880.0,417071.0,411283.0,417698.0,473492.0,470531.0,470020.0,474844.0,480778.0,476272.0,486421.0,482439.0,486589.0,483890.0,484940.0,485367.0,482575.0,492466.0,492378.0,500564.0,498106.0,506558.0,508076.0,515869.0,518592.0,524182.0,535339.0,543573.0,543817.0,544997.0,546386.0,554553.0,563298.0,566255.0,582517.0,588546.0,597326.0,602165.0,602275.0,603258.0,606779.0,603643.0,609908.0,655707.0,622663.0,628506.0,638428.0,1.0
42,Tennessee,1031665,1059275,1220824,1225034,1319532,1317805,1425273,1423673,1504651,1501255,1606312,1604237.0,1692383.0,1698365.0,1775960.0,1786487.0,1861572.0,1905524.0,2060000.0,2010000.0,2012730.0,2078315.0,2087502.0,2159499.0,2244706.0,2371396.0,2430363.0,2532450.0,2597025.0,2694460.0,2753129.0,2809655.0,2838014.0,2902326.0,2933197.0,2977842.0,3025458.0,3106584.0,3156826.0,3198978.0,3432019.0,3334425.0,3393127.0,3486025.0,3542531.0,3825671.0,3739043.0,3805600.0,3929026.0,4072836.0,4175766.0,4251228.0,4188317.0,4205933.0,4204166.0,4247884.0,4351868.0,4387883.0,4425881.0,4450644.0,4476539.0,4418210.0,4543759.0,4573871.0,4605100.0,4613166.0,4621401.0,5197904.0,5377653.0,5422429.0,3.0
43,Texas,2687349,2796862,3117218,3357522,3556395,3733127,3874834,4009296,4110866,4168370,4281850,4352168.0,4690587.0,4880958.0,5100783.0,5151569.0,5413887.0,5552718.0,5600749.0,5627240.0,5860093.0,6380057.0,6595332.0,6789721.0,6973335.0,7287730.0,7509497.0,7869731.0,8192443.0,8568930.0,8945853.0,9287826.0,9673885.0,10154386.0,11406433.0,10855549.0,10809078.0,11129193.0,11153472.0,11080702.0,11103511.0,11136694.0,11293184.0,11437571.0,11876268.0,12109960.0,12369243.0,12568265.0,12833603.0,13322911.0,13359305.0,13462023.0,13045727.0,13184629.0,13498071.0,14543528.0,14659390.0,14906701.0,15184123.0,15374063.0,15374063.0,15157650.0,15122518.0,15252192.0,15447273.0,15648733.0,15879876.0,15879876.0,17099340.0,17370383.0,3.0
44,Utah,284571,318526,338472,343904,359395,373888,396291,416291,413099,427591,458723,482331.0,528699.0,543731.0,547952.0,566713.0,562202.0,559776.0,557933.0,513371.0,526774.0,615014.0,572296.0,649770.0,664546.0,721042.0,729193.0,759152.0,771066.0,773082.0,795293.0,844717.0,888984.0,913773.0,926434.0,928932.0,962881.0,970824.0,1005942.0,977636.0,1027363.0,1046106.0,1067030.0,1143000.0,1189593.0,1245205.0,1255460.0,1319263.0,1357064.0,1393242.0,1439534.0,1463366.0,1495887.0,1529934.0,1548456.0,1582599.0,1599514.0,1619085.0,1651790.0,1687306.0,1720015.0,1659835.25,1747487.0,1788822.0,1661219.0,1425703.0,1913564.0,1960366.0,1995377.0,2030644.0,2.0
45,Vermont,140063,145000,145340,151642,154884,156789,160237,165197,167981,171424,176861,179196.0,183820.0,188439.0,193807.0,198511.0,204275.0,213322.0,219299.0,224127.0,246265.0,253012.0,268125.0,280408.0,292873.0,302400.0,309940.0,302029.0,331679.0,328069.0,337086.0,343800.0,348765.0,355051.0,360642.0,371011.0,385132.0,397073.0,402088.0,406194.0,409897.0,411920.0,412369.0,423489.0,430538.0,445576.0,455606.0,468863.0,475389.0,497172.0,495824.0,506085.0,515348.0,529453.0,543412.0,550462.0,563162.0,532041.0,534495.0,541990.0,506977.0,513481.0,521666.0,529501.0,543057.0,545312.0,548799.0,553670.0,560247.0,564892.0,0.0
46,Virginia,1044782,1173989,1210477,1313222,1400787,1459561,1540751,1630245,1678973,1725524,1792242,1827232.0,1901611.0,1950489.0,2014448.0,2076854.0,2160163.0,2185853.0,2229546.0,2307265.0,2388246.0,2345466.0,2492079.0,2670493.0,2855948.0,2944068.0,3017481.0,3069347.0,3277231.0,3259131.0,3338967.0,3460686.0,3570363.0,3625377.0,3704171.0,3773233.0,3804113.0,3937571.0,4053303.0,4129510.0,4233574.0,4388805.0,4651070.0,4697006.0,4579666.0,4601235.0,4628886.0,4692071.0,4901088.0,4787150.0,4729373.0,4836993.0,4920753.0,5158232.0,5045857.0,5112523.0,5178156.0,5210685.0,5259512.0,5301182.0,5347745.0,5402347.0,5467045.0,5538480.0,5602765.0,5769063.0,5820209.0,5912048.0,5926430.0,5929031.0,3.0
47,Washington,1138851,1484736,1048749,1130533,1169699,1211206,1251083,1232603,1278812,1317971,1404738,1422149.0,1402067.0,1455365.0,1513328.0,1603429.0,1579415.0,1606360.0,1705157.0,1788050.0,1903504.0,1919980.0,1965962.0,2007862.0,2145283.0,2122131.0,2176585.0,2289371.0,2339215.0,2485248.0,2579368.0,2662658.0,2732785.0,2774210.0,2867032.0,2972976.0,2980717.0,3029457.0,3156743.0,3198023.0,3272941.0,3376671.0,3490585.0,3627434.0,3698920.0,3775019.0,3765376.0,3908217.0,4009833.0,4078895.0,4128775.0,4154501.0,4237845.0,4381417.0,4407269.0,4504581.0,4681927.0,4790864.0,4879705.0,4953872.0,5026521.0,5106367.0,5178789.0,5227889.0,5301630.0,5401139.0,5516134.0,5635715.0,5768281.0,5909967.0,2.0
48,West Virginia,644417,682601,691136,738974,768091,789410,808438,819932,830853,885679,808462,832974.0,830683.0,805147.0,893597.0,884023.0,822079.0,822950.0,855055.0,832477.0,861371.0,912609.0,981976.0,1016060.0,1051025.0,1078000.0,1262038.0,1324000.0,1367093.0,1422975.0,1452777.0,1506401.0,1488300.0,1410893.0,1417000.0,1293523.0,1298585.0,1297861.0,1303404.0,1308212.0,1306445.0,1283703.0,1285627.0,1314244.0,1302081.0,1298478.0,1304539.0,1274453.0,1285158.0,1280539.0,1273701.0,1347207.0,1316955.0,1325029.0,1272135.0,1292036.0,1327569.0,1335303.0,1358529.0,1360926.0,1328992.0,1206026.0,1198837.1940000001,1241586.0,1177136.0,1171906.7458000001,1167346.2637999998,1159348.0,1148786.0,1136774.7654,3.0
49,Wisconsin,1758013,1682978,1676477,1619646,1687976,1730776,1731150,1772700,1866650,1849185,1893795,1862512.0,1855322.0,1985991.0,1934368.0,2078980.0,2141483.0,2185086.0,2280544.0,2360815.0,2458037.0,2459539.0,2465315.0,2527731.0,2593838.0,2663886.0,2721284.0,2773783.0,2840543.0,2899070.0,2954000.0,2982366.0,3027347.0,3036428.0,3085549.0,3147657.0,3211330.0,3229246.0,3248206.0,3268207.0,3294057.0,3327872.0,3394428.0,3542702.0,3502341.0,3554003.0,3601619.0,3723685.0,3672469.0,3709957.0,3733122.0,3770453.22,3667497.0,3529720.0,3765644.0,3910188.0,3993348.0,4049450.0,4066273.0,4075764.0,4105142.0,4133377.0,4147470.0,4056649.0,4171427.0,4188194.0,4194759.0,4206770.0,4234793.0,4288171.0,1.0
50,Wyoming,197118,182632,186021,196625,196931,208187,215122,215396,200086,204485,202678,211536.0,219999.0,216174.0,226438.0,224944.0,223118.0,221383.0,220926.0,215715.0,222214.0,229067.0,232429.0,217251.0,224097.0,257462.0,280057.0,300436.0,309275.0,319049.0,329731.0,346250.0,362767.0,397788.0,394041.0,359976.0,331850.0,326007.0,339150.0,348946.0,333493.0,333546.0,341023.0,342960.0,350074.0,341706.0,346299.0,343093.0,352770.0,359158.0,363471.0,370740.42,370713.0,303357.0,378009.0,380180.0,382735.0,390538.0,398283.0,404489.0,410813.0,419466.0,421928.0,421580.0,421473.0,423987.0,422450.0,421098.0,422465.0,419256.0,2.0
51,     Total,59322278,62193495,64443781,66825829,69869781,71897089,74685949,77658826,79630680,81536726,84498191,87252563.0,88744198.0,90588324.0,93572980.0,95467537.0,98502152.0,100998471.0,103171641.0,105410150.0,108306080.0,111542787.0,114425900.0,118414474.0,121545736.0,125426582.0,129790666.0,134035641.0,138120893.0,140843907.0,143283995.0,145295036.0,147075169.0,150233659.0,154389178.0,155423709.0,156868277.0,159487000.0,161818461.0,162853255.0,165555295.0,167015249.92000002,168995076.0,173125396.0,173149313.0,175403465.02,176628482.0,179539340.0,182709204.00375,184980177.0,187170420.495,190625022.81558275,191275719.0,194295633.0,196165665.0,198888912.0,200548972.0,202810438.0,205741845.0,208320601.0,209618386.0,210114939.25,211874649.16369697,211814830.0,212159728.0,214092471.7458,218084465.2638,221711918.0,225346257.0,227558384.7654,
52,,"Source:  Highway Statistics, various years, Table DL-1C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,"1/ The data in this table were obtained chiefly from State authorities. Where data are not available, estimates were made by the Federal Highway Administration.  Total licensed drivers represents the total of male and female drivers. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,2/ Alaska and Hawaii became States in 1959; data for Hawaii was not captured prior to 1960.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
